# Pressure [MeV/fm^3],Energy Density [MeV/fm^3],Number Density [/fm^3]
1.392207784021572675e-05,1.296811632514762239e-02,1.389190501801132411e-05
1.426163897444332613e-05,1.321507948299612857e-02,1.415618015106030513e-05
1.460839359875380049e-05,1.346674714905646969e-02,1.442548276924235292e-05
1.496225341650696985e-05,1.372320893052857496e-02,1.469990851381766836e-05
1.532309567848725367e-05,1.398455613371419985e-02,1.497955484549501718e-05
1.569079731493024544e-05,1.425088180690068339e-02,1.526452107904434900e-05
1.606476349920170794e-05,1.452228076964013140e-02,1.555490841856784387e-05
1.644317438215323334e-05,1.479884966228357975e-02,1.585081999344198171e-05
1.682141516116548974e-05,1.508068705186892816e-02,1.615236089494333842e-05
1.717791612676259789e-05,1.536789404982290275e-02,1.645963821357111911e-05
1.732447512321819947e-05,1.566060761413859415e-02,1.677276107707974720e-05
1.770370701012506634e-05,1.595887236404147647e-02,1.709184068923495518e-05
1.810730055926781685e-05,1.626281573873956943e-02,1.741699036930714300e-05
1.852655612831412374e-05,1.657254800883612225e-02,1.774832559231605812e-05
1.896156254918279083e-05,1.688817972655931587e-02,1.808596403004109497e-05
1.941155898143760852e-05,1.720982352937831458e-02,1.843002559281172546e-05
1.987566988585342471e-05,1.753759419376552803e-02,1.878063247209297486e-05
2.035334543062632947e-05,1.787160866052468766e-02,1.913790918388098302e-05
2.084430353724959782e-05,1.821198609864676382e-02,1.950198261292415174e-05
2.134842283314853289e-05,1.855884790030630505e-02,1.987298205778554827e-05
2.186567380881250915e-05,1.891231771380789614e-02,2.025103927676250278e-05
2.239607773950066211e-05,1.927252149464919392e-02,2.063628853467980854e-05
2.293967915017278784e-05,1.963958755611392229e-02,2.102886665057311297e-05
2.349652575967785273e-05,2.001364662207587297e-02,2.142891304627939639e-05
2.406665154952909469e-05,2.039483188331490601e-02,2.183656979595181778e-05
2.465005925119179218e-05,2.078327905839946754e-02,2.225198167651653907e-05
2.524669778373692474e-05,2.117912645989502782e-02,2.267529621908938688e-05
2.585642709770455506e-05,2.158251506497535499e-02,2.310666376137069500e-05
2.647894312040652881e-05,2.199358853664615254e-02,2.354623750103685732e-05
2.711362608748975041e-05,2.241249316425091356e-02,2.399417355014758167e-05
2.775927552896662604e-05,2.283937784322999029e-02,2.445063099058819421e-05
2.841351243099449834e-05,2.327439399519464283e-02,2.491577193056664893e-05
2.907115370494304350e-05,2.371769527779280309e-02,2.538976156218531016e-05
2.971889621134662969e-05,2.416943659631362595e-02,2.587276822010795200e-05
2.949093743936149245e-05,2.462974415170945258e-02,2.636496344134286267e-05
3.021144827952332028e-05,2.509887459712586283e-02,2.686652202616320232e-05
3.095176039620556449e-05,2.557694326055359388e-02,2.737762210018632221e-05
3.171177398182223155e-05,2.606412072577488775e-02,2.789844517763400022e-05
3.249158625846678528e-05,2.656058083121837568e-02,2.842917622579620515e-05
3.329140087439267840e-05,2.706650065540119193e-02,2.897000373072112765e-05
3.411166215174611183e-05,2.758206055395437395e-02,2.952111976415495732e-05
3.495292583868380831e-05,2.810744425852893316e-02,3.008272005175494012e-05
3.581570616511866445e-05,2.864283898079768645e-02,3.065500404260035116e-05
3.670049267128980952e-05,2.918843548998927701e-02,3.123817498002553344e-05
3.760776898348114095e-05,2.974442819930102344e-02,3.183243997380069473e-05
3.853803079309790552e-05,3.031101526337388885e-02,3.243801007368568389e-05
3.949180460628025547e-05,3.088839868841679326e-02,3.305510034438309953e-05
4.046966476561391572e-05,3.147678444135609127e-02,3.368392994191729052e-05
4.147221286251695884e-05,3.207638243734210054e-02,3.432472219146630256e-05
4.250005005367829368e-05,3.268740653292011300e-02,3.497770466667456720e-05
4.355377381818472873e-05,3.331007460146898080e-02,3.564310927047430552e-05
4.463397717316990634e-05,3.394460861488973052e-02,3.632117231744454736e-05
4.574125032273600416e-05,3.459123473318156949e-02,3.701213461773687015e-05
4.687618605910817346e-05,3.525018340401116917e-02,3.771624156259774060e-05
4.803939054862416033e-05,3.592168947484527392e-02,3.843374321151772210e-05
4.923150153035297025e-05,3.660599232076613280e-02,3.916489438103875926e-05
5.045321640921416353e-05,3.730333599168886988e-02,3.990995473525071045e-05
5.170530732596369613e-05,3.801396933449630033e-02,4.066918887800956625e-05
5.298855304754845972e-05,3.873814592914738564e-02,4.144286644690995449e-05
5.430372004568371358e-05,3.947612410699306157e-02,4.223126220904540652e-05
5.565156452339304472e-05,4.022816704458698212e-02,4.303465615859024582e-05
5.703283342743870114e-05,4.099454286361920580e-02,4.385333361623793566e-05
5.844826858700951939e-05,4.177552474190873028e-02,4.468758533053100035e-05
5.989861508280536879e-05,4.257139103855053786e-02,4.553770758111881384e-05
6.138463520639740340e-05,4.338242543700337323e-02,4.640400228397940707e-05
6.290712966887623521e-05,4.420891711072184177e-02,4.728677709864334257e-05
6.446696724497937145e-05,4.505116091537936240e-02,4.818634553745710226e-05
6.606506822949416945e-05,4.590945748552416328e-02,4.910302707692522952e-05
6.770232920340639362e-05,4.678411311679248757e-02,5.003714727117053478e-05
6.937963773789928787e-05,4.767543983947027109e-02,5.098903786755277823e-05
7.109787755692191936e-05,4.858375553524876128e-02,5.195903692448671760e-05
7.285793124122845509e-05,4.950938406108507106e-02,5.294748893150175753e-05
7.466068340375109033e-05,5.045265538673778666e-02,5.395474493158527427e-05
7.650702398088766055e-05,5.141390574951040099e-02,5.498116264585349203e-05
7.839785109398030071e-05,5.239347783047521717e-02,5.602710660059416009e-05
8.033407268542617997e-05,5.339172095731720136e-02,5.709294825672587577e-05
8.231660751280204353e-05,5.440899133057546661e-02,5.817906614172023373e-05
8.434639425816561984e-05,5.544565205191748225e-02,5.928584598403372028e-05
8.642433145715692588e-05,5.650207301695026052e-02,6.041368085009694248e-05
8.855122505952114941e-05,5.757863104599429682e-02,6.156297128390985913e-05
9.072777208844381156e-05,5.867571002311450928e-02,6.273412544929264981e-05
9.295454526255964999e-05,5.979370104454669044e-02,6.392755927484269148e-05
9.523197769983261676e-05,6.093300258065326158e-02,6.514369660164931182e-05
9.756034723892979702e-05,6.209402065413995031e-02,6.638296933381832021e-05
9.993975911664177249e-05,6.327716903764199485e-02,6.764581759186036390e-05
1.023701243714472881e-04,6.448286947418185866e-02,6.893268986899715679e-05
1.048511907990135815e-04,6.571155194046923720e-02,7.024404319044111919e-05
1.073827104959658495e-04,6.696365480421481720e-02,7.158034327570543033e-05
1.099636485306627296e-04,6.823962442763267799e-02,7.294206470400142793e-05
1.125916935970364607e-04,6.953991510360149619e-02,7.432969108278276906e-05
1.152631333855275826e-04,7.086498919456564460e-02,7.574371521949573938e-05
1.179730722833940905e-04,7.221531738740838424e-02,7.718463929659700898e-05
1.207166545989903431e-04,7.359137922168597357e-02,7.865297504990075624e-05
1.234856943284923529e-04,7.499366289602275859e-02,8.014924395031873463e-05
1.262534318388226751e-04,7.642266296707966866e-02,8.167397738905756203e-05
1.243636569685199246e-04,7.787859138940271542e-02,8.322771686633930127e-05
1.269074142413079457e-04,7.936256791995538462e-02,8.481101418371210510e-05
1.296931789485573677e-04,8.087482211882561500e-02,8.642443164001918957e-05
1.326349776553024625e-04,8.241589647978921074e-02,8.806854223109621626e-05
1.356988032088290790e-04,8.398634274571809000e-02,8.974392985326731212e-05
1.388686163007990765e-04,8.558672222416943698e-02,9.145118951071246375e-05
1.421356903417010610e-04,8.721760634159593517e-02,9.319092752677983536e-05
1.454948233179754276e-04,8.887957709450292065e-02,9.496376175931787479e-05
1.489427795194378751e-04,9.057322745986871870e-02,9.677032182010413160e-05
1.524775725231204216e-04,9.229916180620377497e-02,9.861124929844806378e-05
1.560980937554547567e-04,9.405799632855822712e-02,1.004871979890477253e-04
1.598038129943923490e-04,9.585035930853215425e-02,1.023988341241813922e-04
1.635942883950480830e-04,9.767689086455517977e-02,1.043468366103157669e-04
1.674689946582470323e-04,9.953824306409476963e-02,1.063318972692158996e-04
1.714274508735287356e-04,1.014350801473660468e-01,1.083547210836415680e-04
1.754694941968398196e-04,1.033680787645276933e-01,1.104160264477178167e-04
1.795957355681499054e-04,1.053379282449185550e-01,1.125165454220685037e-04
1.838081771918686396e-04,1.073453309050082932e-01,1.146570239938033466e-04
1.881108113055542726e-04,1.093910024056726493e-01,1.168382223414508555e-04
1.925073952067115864e-04,1.114756722306088077e-01,1.190609151049314357e-04
1.969980604059316266e-04,1.136000843198587962e-01,1.213258916606661683e-04
2.015832333815091300e-04,1.157649972181826331e-01,1.236339564019192498e-04
2.062643069139183816e-04,1.179711837454403833e-01,1.259859290244737045e-04
2.110436267065412955e-04,1.202194312309730756e-01,1.283826448177413486e-04
2.159245140905771709e-04,1.225105418371859045e-01,1.308249549614113054e-04
2.209112600237551178e-04,1.248453328948333496e-01,1.333137268277412248e-04
2.260090308624217734e-04,1.272246372590270236e-01,1.358498442895996383e-04
2.312236492919450982e-04,1.296493036974964430e-01,1.384342080343682114e-04
2.365612624791564253e-04,1.321201973312823852e-01,1.410677358838157531e-04
2.420279661212817633e-04,1.346382001541055473e-01,1.437513631200572025e-04
2.476294616062226710e-04,1.372042116124500832e-01,1.464860428177134927e-04
2.533706111534990055e-04,1.398191485493469888e-01,1.492727461823907954e-04
2.592552924176089635e-04,1.424839448695345012e-01,1.521124628955982999e-04
2.652865019920018887e-04,1.451995518416788200e-01,1.550062014662279637e-04
2.714664323773157469e-04,1.479669384486033967e-01,1.579549895887203748e-04
2.777965485954204689e-04,1.507870917708569736e-01,1.609598745080447976e-04
2.842776730793871364e-04,1.536610174166551379e-01,1.640219233916219075e-04
2.909131115897086220e-04,1.565897402546956585e-01,1.671422237083221643e-04
2.977099870262352719e-04,1.595743052275485352e-01,1.703218836146740763e-04
3.046740033694391716e-04,1.626157777496335666e-01,1.735620323484195053e-04
3.118093845964248255e-04,1.657152443635249994e-01,1.768638206295558763e-04
3.191191415463687339e-04,1.688738123929204582e-01,1.802284210690079721e-04
3.266052500059788582e-04,1.720926097377688258e-01,1.836570285850733209e-04
3.342688197677208062e-04,1.753727852825703593e-01,1.871508608277911248e-04
3.421101367909671872e-04,1.787155093267875916e-01,1.907111586113830718e-04
3.501285986478100409e-04,1.821219740641854823e-01,1.943391863549217256e-04
3.583225473244245544e-04,1.855933941244928553e-01,1.980362325313812615e-04
3.666889826947760810e-04,1.891310071924949265e-01,2.018036101252313082e-04
3.752231113573407701e-04,1.927360747217292114e-01,2.056426570987359586e-04
3.839176441283586195e-04,1.964098827619063514e-01,2.095547368671228541e-04
3.927616071913896047e-04,2.001537425284306559e-01,2.135412387827925100e-04
4.017382741088284170e-04,2.039689896058993479e-01,2.176035786287386429e-04
4.108227140137841104e-04,2.078569838839148809e-01,2.217431991213553578e-04
4.199799724681887243e-04,2.118191101616915539e-01,2.259615704228093024e-04
4.291703011363842061e-04,2.158567794810793139e-01,2.302601906631594221e-04
4.383302165702433056e-04,2.199714296429545468e-01,2.346405864724089834e-04
4.472182191727098609e-04,2.241645212467650861e-01,2.391043135226795450e-04
4.550953054471346864e-04,2.284375466440834446e-01,2.436529570806987284e-04
4.602744279358671263e-04,2.327921250274777309e-01,2.482881325707984605e-04
4.662938417278210726e-04,2.372298319529624888e-01,2.530114861486236163e-04
4.733356435190357145e-04,2.417521426871536427e-01,2.578246952857546196e-04
4.810820673879870899e-04,2.463606344232164291e-01,2.627294693654516817e-04
4.890493792094013741e-04,2.510569443161755898e-01,2.677275502897325031e-04
4.967067894249043228e-04,2.558427473916072281e-01,2.728207130979983007e-04
5.037643390292485465e-04,2.607197313417844997e-01,2.780107665974291750e-04
5.102856705567135331e-04,2.656895893370689321e-01,2.832995540053712407e-04
5.162859331605033041e-04,2.707540779370299910e-01,2.886889536039443423e-04
5.221130175233560777e-04,2.759150143068046512e-01,2.941808794071035672e-04
5.278514843580784646e-04,2.811742192924636119e-01,2.997772818403897171e-04
5.335270594567836835e-04,2.865335551487394605e-01,3.054801484336118196e-04
5.390799396729168769e-04,2.919949313731395324e-01,3.112915045267067066e-04
5.445413982389295205e-04,2.975602885664458408e-01,3.172134139890267620e-04
5.499594299356523304e-04,3.032316033990259951e-01,3.232479799523111687e-04
5.553373521130491527e-04,3.090108915180287408e-01,3.293973455576010246e-04
5.606930681129697119e-04,3.149002062313636108e-01,3.356636947163628751e-04
5.660477051079397786e-04,3.209016398470642129e-01,3.420492528860932281e-04
5.714100572717499028e-04,3.270173250912898899e-01,3.485562878606756460e-04
5.767920547731026281e-04,3.332494357270022745e-01,3.551871105757755049e-04
5.822060979435172718e-04,3.396001880418011432e-01,3.619440759295549097e-04
5.876589979734519412e-04,3.460718422911310266e-01,3.688295836190011510e-04
5.931576396516492202e-04,3.526667021670654711e-01,3.758460789921651236e-04
5.987093809392460796e-04,3.593871143239500965e-01,3.829960539166130128e-04
6.043206766025751697e-04,3.662354692943373680e-01,3.902820476643976445e-04
6.099972495400777638e-04,3.732142023799572828e-01,3.977066478138667352e-04
6.157418712827703771e-04,3.803257946586074967e-01,4.052724911686264738e-04
6.215571004648442468e-04,3.875727747466534701e-01,4.129822646939865075e-04
6.274403767944749036e-04,3.949577199228043178e-01,4.208387064712207555e-04
6.333805894651721056e-04,4.024832561326181501e-01,4.288446066699799883e-04
6.393495878927434864e-04,4.101520603665650966e-01,4.370028085392057226e-04
6.452956259587776982e-04,4.179668609875101248e-01,4.453162094168925354e-04
6.511795175334841607e-04,4.259304356692418247e-01,4.537877617590610870e-04
6.569726257566321911e-04,4.340456118485573334e-01,4.624204741883059791e-04
6.626650116750396231e-04,4.423152640640533040e-01,4.712174125622902235e-04
6.683072539474006887e-04,4.507423222354456360e-01,4.801817010625670373e-04
6.739789495018744681e-04,4.593297771985553890e-01,4.893165233041145076e-04
6.798175570853625272e-04,4.680806831826193615e-01,4.986251234659784797e-04
6.859681362438344813e-04,4.769981626800350316e-01,5.081108074434233061e-04
6.924980655481136451e-04,4.860853972664985756e-01,5.177769440220018025e-04
6.994319422064796451e-04,4.953456287241953526e-01,5.276269660739592261e-04
7.067309268293366174e-04,5.047821615717472676e-01,5.376643717773986692e-04
7.143317909054097562e-04,5.143983596084166221e-01,5.478927258586381880e-04
7.222001152531657255e-04,5.241976470260597543e-01,5.583156608582031050e-04
7.303018089553005732e-04,5.341835100004040937e-01,5.689368784209009348e-04
7.386087664031857876e-04,5.443594969352197888e-01,5.797601506104396122e-04
7.471111305121486785e-04,5.547292237859434705e-01,5.907893212490540353e-04
7.558091600468323139e-04,5.652963776593632472e-01,6.020283072826168895e-04
7.647066577151178084e-04,5.760647168748176394e-01,6.134811001717193658e-04
7.738118706254913052e-04,5.870380723720632909e-01,6.251517673092149780e-04
7.831302211114462555e-04,5.982203498512485007e-01,6.370444534647311729e-04
7.926649000200944751e-04,6.096155305087199716e-01,6.491633822566592873e-04
8.024207452912939355e-04,6.212276704188017806e-01,6.615128576521485783e-04
8.124043644303360293e-04,6.330609018808229793e-01,6.740972654956350462e-04
8.226227570209275648e-04,6.451194349210934709e-01,6.869210750664491013e-04
8.330833230608140818e-04,6.574075589719371449e-01,6.999888406660531755e-04
8.437940701975753244e-04,6.699296447306244406e-01,7.133052032354760983e-04
8.547633523639076121e-04,6.826901461606279531e-01,7.268748920035160476e-04
8.659992770026256987e-04,6.956936026157952702e-01,7.407027261662989508e-04
8.775092296179138251e-04,7.089446411988841179e-01,7.547936165987878922e-04
8.892996393449717919e-04,7.224479792424857161e-01,7.691525675988518688e-04
9.013769152044898408e-04,7.362084246722941927e-01,7.837846786645126518e-04
9.137484723013542020e-04,7.502308757727689237e-01,7.986951463050023835e-04
9.264224704387815593e-04,7.645203229131499745e-01,8.138892658862739759e-04
9.394077109446268047e-04,7.790818504661212174e-01,8.293724335116182999e-04
9.527135440176973157e-04,7.939206388924839874e-01,8.451501479380603725e-04
9.663497016538740271e-04,8.090419669598424290e-01,8.612280125292099981e-04
9.803261006212510287e-04,8.244512141320434750e-01,8.776117372452641157e-04
9.946526189507664574e-04,8.401538631782736744e-01,8.943071406708657991e-04
1.009338538826492354e-03,8.561555029682751394e-01,9.113201520815412309e-04
1.024392205098276524e-03,8.724618311348820709e-01,9.286568135494471365e-04
1.039822124843199072e-03,8.890786539328097149e-01,9.463232820891778621e-04
1.055637711764978231e-03,9.060118867887072547e-01,9.643258318443925564e-04
1.071849312010706920e-03,9.232675565591356159e-01,9.826708563160418877e-04
1.088468186422271488e-03,9.408518038763421520e-01,1.001364870632982188e-03
1.105506211089420706e-03,9.587708855652975481e-01,1.020414513865785513e-03
1.122975579750794478e-03,9.770311772309007159e-01,1.039826551384567766e-03
1.140888626294806873e-03,9.956391761789994410e-01,1.059607877261668860e-03
1.159257540175940345e-03,1.014601504610763483e+00,1.079765516720044682e-03
1.178093857653110922e-03,1.033924913114055100e+00,1.100306628628232915e-03
1.197408455061819239e-03,1.053616283334617432e+00,1.121238508042783286e-03
1.217213762842109769e-03,1.073682627302334103e+00,1.142568588799055792e-03
1.237523281922938041e-03,1.094131089144604552e+00,1.164304446151302871e-03
1.258349805037813074e-03,1.114968947968793866e+00,1.186453799462977446e-03
1.279703566619180485e-03,1.136203620769468792e+00,1.209024514948219865e-03
1.301590733542800976e-03,1.157842665372271096e+00,1.232024608465499089e-03
1.324012917226231444e-03,1.179893783386049222e+00,1.255462248364396481e-03
1.346968213607966421e-03,1.202364823244784553e+00,1.279345758386549832e-03
1.370454135186893914e-03,1.225263783579716215e+00,1.303683620621779371e-03
1.394471897919056375e-03,1.248598817214852330e+00,1.328484478520455033e-03
1.419019453265199125e-03,1.272378234940918729e+00,1.353757139963166194e-03
1.444085464802610580e-03,1.296610504625964388e+00,1.379510580388789570e-03
1.469665311100663667e-03,1.321304251454277434e+00,1.405753945982065071e-03
1.495770907464452539e-03,1.346468261440548986e+00,1.432496556921807615e-03
1.522436145808463452e-03,1.372111485648025875e+00,1.459747910690918898e-03
1.549715947260271428e-03,1.398243044899396770e+00,1.487517685449358563e-03
1.577678238707343715e-03,1.424872234817770034e+00,1.515815743471290175e-03
1.606394040489169447e-03,1.452008530871308434e+00,1.544652134647606957e-03
1.635923522427372694e-03,1.479661593486009341e+00,1.574037100055096072e-03
1.666299978580494841e-03,1.507841272552308043e+00,1.603981075593495422e-03
1.697567792134240449e-03,1.536557606170701140e+00,1.634494695691741419e-03
1.729784545484112793e-03,1.565820823261520722e+00,1.665588797084728264e-03
1.762989515166335334e-03,1.595641348764820888e+00,1.697274422661908646e-03
1.797201141556362992e-03,1.626029806018022050e+00,1.729562825389112336e-03
1.832418992437350120e-03,1.656997019410018757e+00,1.762465472304971560e-03
1.868629183839095112e-03,1.688554017724771539e+00,1.795994048593373875e-03
1.905813024008566961e-03,1.720712038364325291e+00,1.830160461733386715e-03
1.943958579884164529e-03,1.753482532336400723e+00,1.864976845728129199e-03
1.983074227050021180e-03,1.786877169910078278e+00,1.900455565414094347e-03
2.023194811859726008e-03,1.820907847604639640e+00,1.936609220852445650e-03
2.064336757190938371e-03,1.855586690999105448e+00,1.973450651803859441e-03
2.106510277558554939e-03,1.890926053446247979e+00,2.010992942288488631e-03
2.149735049766562239e-03,1.926938520102667418e+00,2.049249425232678445e-03
2.194039068804503386e-03,1.963636913208799628e+00,2.088233687204074998e-03
2.239456391189748041e-03,2.001034297640035930e+00,2.127959573236819137e-03
2.286024337408218334e-03,2.039143986746287496e+00,2.168441191748526897e-03
2.333780411069132869e-03,2.077979548515282548e+00,2.209692919550814479e-03
2.382758900118274199e-03,2.117554812120791663e+00,2.251729406955137180e-03
2.432987030124407913e-03,2.157883874956550763e+00,2.294565582975764597e-03
2.484485380157199809e-03,2.198981108217348712e+00,2.338216660631731777e-03
2.537282145322900494e-03,2.240861155675704541e+00,2.382698142349655001e-03
2.591408834628463470e-03,2.283538937004328417e+00,2.428025825469328196e-03
2.646897910829322607e-03,2.327029653503240425e+00,2.474215807854056315e-03
2.703782557167761641e-03,2.371348793848975234e+00,2.521284493607721042e-03
2.762096524245543586e-03,2.416512140219898797e+00,2.569248598900595888e-03
2.821874061958871450e-03,2.462535774876227990e+00,2.618125157906004037e-03
2.883149944200347897e-03,2.509436087286590400e+00,2.667931528849904095e-03
2.945959597732785741e-03,2.557229781908716415e+00,2.718685400175559555e-03
3.010339355189064689e-03,2.605933886725444903e+00,2.770404796825492490e-03
3.076327003286561789e-03,2.655565759471106180e+00,2.823108086642931933e-03
3.143961892001610400e-03,2.706143086985365098e+00,2.876813986895050256e-03
3.213284537184969095e-03,2.757683889865341964e+00,2.931541570920289958e-03
3.284336433384253944e-03,2.810206529119593899e+00,2.987310274902149621e-03
3.357159142727743437e-03,2.863729712878740674e+00,3.044139904771830333e-03
3.431794288156815847e-03,2.918272503851665700e+00,3.102050643242201117e-03
3.508283782959170215e-03,2.973854327402509323e+00,3.161063056975567474e-03
3.586670167622495013e-03,3.030494980318285236e+00,3.221198103887803945e-03
3.666997103937656190e-03,3.088214640413807999e+00,3.282477140591434552e-03
3.749310064026649490e-03,3.147033876962729071e+00,3.344921929980314377e-03
3.833656448669099659e-03,3.206973656032472419e+00,3.408554648958590262e-03
3.920084469663586563e-03,3.268055339847039775e+00,3.473397896316698409e-03
4.008642860801805465e-03,3.330300693569222759e+00,3.539474700757199582e-03
4.099380913378553037e-03,3.393731893431968683e+00,3.606808529073281689e-03
4.192348587546344298e-03,3.458371535330751811e+00,3.675423294482864020e-03
4.287596732575812801e-03,3.524242644026076121e+00,3.745343365121226592e-03
4.385177457900128056e-03,3.591368683085097491e+00,3.816593572695222043e-03
4.485144708465964650e-03,3.659773565719520949e+00,3.889199221302104981e-03
4.587555203120393874e-03,3.729481666734983047e+00,3.963186096416137713e-03
4.692470099522421355e-03,3.800517835171995262e+00,4.038580474046152974e-03
4.799952766008723157e-03,3.872907397141146291e+00,4.115409130067322792e-03
4.910066048133062029e-03,3.946676156035945571e+00,4.193699349730459387e-03
5.022872219055508382e-03,4.021850401556199550e+00,4.273478937352206963e-03
5.138433147780982306e-03,4.098456919549955835e+00,4.354776226189591669e-03
5.256810599313333117e-03,4.176523002519246575e+00,4.437620088502403949e-03
5.378066726275705298e-03,4.256076460948832185e+00,4.522039945807020643e-03
5.502264822238544378e-03,4.337145635636672658e+00,4.608065779325282857e-03
5.629470421920685155e-03,4.419759411239604141e+00,4.695728140632154934e-03
5.759752851375984396e-03,4.503947231288303321e+00,4.785058162505933209e-03
5.893186698299518814e-03,4.589739112536303622e+00,4.876087569984878176e-03
6.029849125297336195e-03,4.677165644779242903e+00,4.968848691634175814e-03
6.169817507436022204e-03,4.766257994108729079e+00,5.063374471027235271e-03
6.313169441000346035e-03,4.857047914358370910e+00,5.159698478445413385e-03
6.459982942315249665e-03,4.949567759100981235e+00,5.257854922800299022e-03
6.610336884797221244e-03,5.043850494520188299e+00,5.357878663782815985e-03
6.764311756413034921e-03,5.139929713354336904e+00,5.459805224243435319e-03
6.921990838844127233e-03,5.237839650153824245e+00,5.563670802807906685e-03
7.083461932860480800e-03,5.337615198143489614e+00,5.669512286733002608e-03
7.248819776869315501e-03,5.439291928022106148e+00,5.777367265006795420e-03
7.418168250947579714e-03,5.542906103202606793e+00,5.887274041698180131e-03
7.591616545088374426e-03,5.648494676623702304e+00,5.999271649560339141e-03
7.769272527638576738e-03,5.756095296541426265e+00,6.113399863892999067e-03
7.951242094019695533e-03,5.865746320212974041e+00,6.229699216668390695e-03
8.137629780481844474e-03,5.977486828632606830e+00,6.348211010925954891e-03
8.328539745487952006e-03,6.091356642455926007e+00,6.468977335440865076e-03
8.524077245442568743e-03,6.207396339379212868e+00,6.592041079671618134e-03
8.724350759627748364e-03,6.325647273293407480e+00,6.717445948991979457e-03
8.929474952391689563e-03,6.446151595595234873e+00,6.845236480212679719e-03
9.139574610046304406e-03,6.568952278872163042e+00,6.975458057398420571e-03
9.354784545396279891e-03,6.694093130022482185e+00,7.108156927985751633e-03
9.575241121387358459e-03,6.821618783844134448e+00,7.243380219207576354e-03
9.801080550424581123e-03,6.951574715057841303e+00,7.381175954830124925e-03
1.003243931516598596e-02,7.084007255239314738e+00,7.521593072208306203e-03
1.026945498893619760e-02,7.218963610877775494e+00,7.664681439665536195e-03
1.051226766091894159e-02,7.356491883043746682e+00,7.810491874204170994e-03
1.076102215455012473e-02,7.496641089046335082e+00,7.959076159552875077e-03
1.101587126800283520e-02,7.639461186538253124e+00,8.110487064557315648e-03
1.127698031454742351e-02,7.785003100618983041e+00,8.264778361920702143e-03
1.154453272129354023e-02,7.933318753294593684e+00,8.422004847300863448e-03
1.181872568149506392e-02,8.084461070668538696e+00,8.582222358770591822e-03
1.209975899641312080e-02,8.238483975904859591e+00,8.745487796648217585e-03
1.238783460307018268e-02,8.395442406956565407e+00,8.911859143705434111e-03
1.268315728814701886e-02,8.555392337222901489e+00,9.081395485759527139e-03
1.298593603276282198e-02,8.718390797885483323e+00,9.254157032657367096e-03
1.329638624047408714e-02,8.884495902422816727e+00,9.430205139658592514e-03
1.361473312196149338e-02,9.053766873821215810e+00,9.609602329225558348e-03
1.394121639680748898e-02,9.226264075036388235e+00,9.792412313227841572e-03
1.427609447095014999e-02,9.402049042531530176e+00,9.978700015569131124e-03
1.461965155187729820e-02,9.581184521123239151e+00,1.016853159524458081e-02
1.497218844465353881e-02,9.763734461152044020e+00,1.036197446983678702e-02
1.533401002514766034e-02,9.949764015349582991e+00,1.055909733945876137e-02
1.570542547270526931e-02,1.013933956233324984e+01,1.075997021115235493e-02
1.608674956596110178e-02,1.033252873193154819e+01,1.096466442375088404e-02
1.647830502960238516e-02,1.052940043288162997e+01,1.117325267321467135e-02
1.688042626470779087e-02,1.073002488349867889e+01,1.138580903844861603e-02
1.729346486640887318e-02,1.093447364603754401e+01,1.160240900761087650e-02
1.771779741896695182e-02,1.114281966561532400e+01,1.182312950492205202e-02
1.815383615640999912e-02,1.135513731473088583e+01,1.204804891798437125e-02
1.860203613351520124e-02,1.157150243120683086e+01,1.227724712562060227e-02
1.906287314520480752e-02,1.179199230056418912e+01,1.251080552624253897e-02
1.953683277315185901e-02,1.201668566058403087e+01,1.274880706675919281e-02
2.002441189228604257e-02,1.224566273073825506e+01,1.299133627203487643e-02
2.052612104631279868e-02,1.247900524372954401e+01,1.323847927490775025e-02
2.104248837957742313e-02,1.271679648031931364e+01,1.349032384677938297e-02
2.157406560408136123e-02,1.295912130826349795e+01,1.374695942878624913e-02
2.212143658547110689e-02,1.320606622634730343e+01,1.400847716356424730e-02
2.268522925591684447e-02,1.345771941471210198e+01,1.427496992761746047e-02
2.326613154646911888e-02,1.371417079259833827e+01,1.454653236430271737e-02
2.386489470520238715e-02,1.397551205234887384e+01,1.482326091744162397e-02
2.448229946219833766e-02,1.424183662640395021e+01,1.510525386557203670e-02
2.511914800750672874e-02,1.451323970396638963e+01,1.539261135685109604e-02
2.577626674804239099e-02,1.478981826709216030e+01,1.568543544462227754e-02
2.645451052043528914e-02,1.507167112978242152e+01,1.598383012365904229e-02
2.715476913584990645e-02,1.535889898173313739e+01,1.628790136709798095e-02
2.787797695148601720e-02,1.565160443796465373e+01,1.659775716407453292e-02
2.862512631371385424e-02,1.594989209581178713e+01,1.691350755807473696e-02
2.939728589493995764e-02,1.625386860105829001e+01,1.723526468601650416e-02
3.019562392783067817e-02,1.656364272297095042e+01,1.756314281807441063e-02
3.102139990103075506e-02,1.687932537070276595e+01,1.789725839826208573e-02
3.187591885518197693e-02,1.720102954848773891e+01,1.823773008578660759e-02
3.276052799112379871e-02,1.752887038918574092e+01,1.858467879718965834e-02
3.367662131358439143e-02,1.786296519952519191e+01,1.893822774929032615e-02
3.462564674268132914e-02,1.820343350982099295e+01,1.929850250294481984e-02
3.560911671812932305e-02,1.855039712990048173e+01,1.966563100763869115e-02
3.662862331000114879e-02,1.890398021280397600e+01,2.003974364692737500e-02
